rank,bgg_url,game_id,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
"		3694							",https://boardgamegeek.com/boardgame/171356/argonauts,171356,1,4,60,60,60,2015,7.17211,5.70749,147,//cf.geekdo-images.com/images/pic3145417.jpg,10,Co-operative Play* Hand Management* Point to Point Movement* Simultaneous Action Selection* Variable Player Powers,340,Adventure* Exploration* Mythology,2.0714
"		3702							",https://boardgamegeek.com/boardgame/18931/emira,18931,3,5,100,100,100,2006,5.99502,5.70748,707,//cf.geekdo-images.com/images/pic162641.jpg,12,Auction/Bidding* Set Collection* Variable Player Powers,1412,Arabian* Economic,2.8316
"		3989							",https://boardgamegeek.com/boardgame/203102/buffy-vampire-slayer-board-game,203102,1,6,60,40,60,2016,7.50063,5.70737,160,//cf.geekdo-images.com/images/pic3080265.png,0,Co-operative Play,461,Movies / TV / Radio theme,2.6667
"		3704							",https://boardgamegeek.com/boardgame/133747/bauhaus,133747,2,4,30,30,30,2013,6.91553,5.70736,190,//cf.geekdo-images.com/images/pic1489147.jpg,14,Area Enclosure,214,Abstract Strategy,2
"		3705							",https://boardgamegeek.com/boardgame/31853/black-box,31853,2,2,15,15,15,2007,7.27458,5.70724,118,//cf.geekdo-images.com/images/pic859250.jpg,10,none,226,Deduction,2.2667
"		3714							",https://boardgamegeek.com/boardgame/2254/title-bout,2254,1,2,45,45,45,1979,6.63359,5.70717,242,//cf.geekdo-images.com/images/pic56261.jpg,12,Area Movement* Simulation* Simultaneous Action Selection* Variable Player Powers,451,Fighting* Sports,2.1795
"		3707							",https://boardgamegeek.com/boardgame/23928/glory-iii,23928,1,2,240,240,240,2007,6.7772,5.70715,182,//cf.geekdo-images.com/images/pic233419.jpg,12,Chit-Pull System* Hex-and-Counter,751,American Civil War* Wargame,2.7941
"		3728							",https://boardgamegeek.com/boardgame/145205/laeropostale,145205,2,5,70,70,70,2013,7.05786,5.70709,140,//cf.geekdo-images.com/images/pic1789575.jpg,12,Area Control / Area Influence* Pick-up and Deliver* Route/Network Building,233,Aviation / Flight* Exploration,2.9524
"		3695							",https://boardgamegeek.com/boardgame/194100/costa-rica,194100,2,5,45,30,45,2016,6.2994,5.70703,312,//cf.geekdo-images.com/images/pic3032708.jpg,8,Press Your Luck* Set Collection,379,Exploration,1.5
"		3727							",https://boardgamegeek.com/boardgame/289/chariot-lords,289,3,4,360,360,360,1999,6.69385,5.70702,195,//cf.geekdo-images.com/images/pic162081.jpg,12,Area Movement* Variable Player Powers,433,Ancient* Territory Building* Wargame,2.84
"		3711							",https://boardgamegeek.com/boardgame/22948/munchkin-impossible,22948,3,6,90,90,90,2006,6.04029,5.70699,911,//cf.geekdo-images.com/images/pic137335.jpg,10,Dice Rolling* Trading* Variable Player Powers,2125,Card Game* Fighting* Humor* Spies/Secret Agents,1.8382
"		3708							",https://boardgamegeek.com/boardgame/2396/ur-1830-bc,2396,3,6,180,180,180,2001,6.60304,5.70674,214,//cf.geekdo-images.com/images/pic156288.jpg,14,Tile Placement,579,Ancient* Civilization,3.8519
"		3709							",https://boardgamegeek.com/boardgame/11122/proud-monster-barbarossa-campaign,11122,2,2,0,0,0,1994,7.265,5.70669,126,//cf.geekdo-images.com/images/pic478973.jpg,12,Dice Rolling* Hex-and-Counter,443,Wargame* World War II,3.16
"		3703							",https://boardgamegeek.com/boardgame/33172/monastery,33172,2,4,60,60,60,2008,6.31101,5.70659,325,//cf.geekdo-images.com/images/pic338016.jpg,14,Tile Placement,480,Medieval* Religious,2.8302
"		3713							",https://boardgamegeek.com/boardgame/138614/relic-expedition,138614,2,4,60,30,60,2014,6.76943,5.70625,212,//cf.geekdo-images.com/images/pic1760905.jpg,10,Action Point Allowance System* Hand Management* Modular Board* Set Collection* Take That,452,Adventure* Exploration,2.3571
"		3712							",https://boardgamegeek.com/boardgame/18747/onward-christian-soldiers,18747,1,7,300,300,300,2006,6.59712,5.7062,231,//cf.geekdo-images.com/images/pic167374.jpg,12,Dice Rolling* Point to Point Movement,738,Medieval* Wargame,3.5741
"		3715							",https://boardgamegeek.com/boardgame/66665/recicle-tempos-de-crise,66665,2,4,120,120,120,2010,7.52778,5.70572,117,//cf.geekdo-images.com/images/pic994418.jpg,14,Area Movement* Pick-up and Deliver,205,Economic* Environmental* Industry / Manufacturing,3.0417
"		3739							",https://boardgamegeek.com/boardgame/126021/dropzone-commander,126021,2,4,0,0,0,2012,7.72409,5.70568,110,//cf.geekdo-images.com/images/pic1401012.jpg,0,Dice Rolling* Variable Player Powers,319,Miniatures* Science Fiction* Wargame,3.4
"		3717							",https://boardgamegeek.com/boardgame/171278/victory-roads,171278,2,2,0,0,0,2015,8.26625,5.70568,80,//cf.geekdo-images.com/images/pic2438834.jpg,12,Dice Rolling* Hex-and-Counter* Simulation,401,Wargame* World War II,3.4615
"		3718							",https://boardgamegeek.com/boardgame/20228/big-kini,20228,2,4,60,60,60,2005,6.37977,5.70557,286,//cf.geekdo-images.com/images/pic276073.jpg,10,Modular Board,363,Civilization* Territory Building,2.6042
"		3722							",https://boardgamegeek.com/boardgame/31808/gubs-game-wit-and-luck,31808,2,6,20,20,20,2007,6.00659,5.7055,926,//cf.geekdo-images.com/images/pic917461.jpg,10,Hand Management,1782,Card Game* Fantasy* Party Game,1.3929
"		3885							",https://boardgamegeek.com/boardgame/205867/bohnanza-das-duell,205867,2,2,45,45,45,2016,7.34025,5.70539,118,//cf.geekdo-images.com/images/pic3125637.jpg,12,none,353,Card Game,1.6667
"		3725							",https://boardgamegeek.com/boardgame/3190/quixo,3190,2,4,15,15,15,1995,6.08409,5.70534,544,//cf.geekdo-images.com/images/pic669990.jpg,6,Pattern Building* Tile Placement,1004,Abstract Strategy,1.6389
"		3723							",https://boardgamegeek.com/boardgame/16362/hula-hippos,16362,2,4,10,10,10,2005,6.14109,5.70533,432,//cf.geekdo-images.com/images/pic375243.jpg,5,none,517,Action / Dexterity* Animals* Children's Game,1.0185
"		3732							",https://boardgamegeek.com/boardgame/5941/mermaid-rain,5941,3,6,45,45,45,2003,6.33317,5.70524,300,//cf.geekdo-images.com/images/pic935669.jpg,10,Hand Management* Set Collection* Tile Placement,658,Exploration,2.2105
"		3741							",https://boardgamegeek.com/boardgame/193651/bohemian-villages,193651,2,5,30,30,0,2016,6.35505,5.70507,287,//cf.geekdo-images.com/images/pic2890916.jpg,8,Dice Rolling,342,Dice,1.875
"		3726							",https://boardgamegeek.com/boardgame/476/mr-president,476,2,4,60,60,60,1967,6.61184,5.70493,266,//cf.geekdo-images.com/images/pic18382.jpg,12,Hand Management,754,Card Game* Political,2.1923
"		3740							",https://boardgamegeek.com/boardgame/661/wheres-bobs-hat,661,3,5,45,45,45,1990,6.22592,5.7049,377,//cf.geekdo-images.com/images/pic244547.jpg,10,Trick-taking,640,Card Game,1.5952
"		3724							",https://boardgamegeek.com/boardgame/12248/alexander-great,12248,2,5,75,75,75,2005,6.11096,5.70488,480,//cf.geekdo-images.com/images/pic49518.jpg,10,Area Control / Area Influence,975,Ancient* City Building,2.7222
"		3733							",https://boardgamegeek.com/boardgame/11582/schnapsen,11582,2,2,20,20,20,1715,7.00855,5.70469,152,//cf.geekdo-images.com/images/pic415953.jpg,8,Memory* Trick-taking,138,Card Game,2.0476
"		3731							",https://boardgamegeek.com/boardgame/2574/classic-warlord,2574,2,7,360,360,360,2012,7.05695,5.70449,168,//cf.geekdo-images.com/images/pic1438091.jpg,12,Area Control / Area Influence* Area Movement,232,Modern Warfare* Wargame,2.2683
"		3720							",https://boardgamegeek.com/boardgame/163354/cypher,163354,2,4,25,10,25,2014,6.07783,5.70446,540,//cf.geekdo-images.com/images/pic2117800.jpg,14,Card Drafting* Hand Management,1322,Card Game* Science Fiction,1.5417
"		3781							",https://boardgamegeek.com/boardgame/69234/operation-dauntless-battles-fontenay-and-rauray-fr,69234,2,2,120,120,120,2016,7.89554,5.7044,101,//cf.geekdo-images.com/images/pic2700690.png,12,Dice Rolling* Hex-and-Counter* Simulation,637,Wargame* World War II,3.8
"		3734							",https://boardgamegeek.com/boardgame/2072/panzer-command,2072,2,2,180,180,180,1984,7.08604,5.70417,154,//cf.geekdo-images.com/images/pic56448.jpg,12,Chit-Pull System* Hex-and-Counter,511,Wargame* World War II,2.9524
"		3855							",https://boardgamegeek.com/boardgame/164158/shh,164158,2,4,10,10,10,2015,6.58529,5.70403,206,//cf.geekdo-images.com/images/pic2559568.jpg,10,Co-operative Play* Hand Management,786,Deduction* Word Game,1.5
"		3735							",https://boardgamegeek.com/boardgame/87120/vintage,87120,2,4,120,60,120,2011,6.57928,5.704,214,//cf.geekdo-images.com/images/pic1212455.jpg,10,Area Movement* Card Drafting* Pick-up and Deliver* Point to Point Movement,294,Educational* Farming,2.9048
"		3778							",https://boardgamegeek.com/boardgame/174402/tide-iron-next-wave,174402,2,4,240,60,240,2014,8.16832,5.70392,81,//cf.geekdo-images.com/images/pic2038122.jpg,14,Action Point Allowance System* Area Control / Area Influence* Dice Rolling* Grid Movement* Hand Management* Hex-and-Counter* Modular Board* Simulation* Time Track,319,Fighting* Wargame* World War II,3.6667
"		3730							",https://boardgamegeek.com/boardgame/131904/heart-crown,131904,2,4,30,30,30,2011,7.65096,5.70389,104,//cf.geekdo-images.com/images/pic3210468.jpg,12,Card Drafting* Deck / Pool Building* Hand Management* Variable Player Powers,158,Card Game* Fantasy,2.4444
"		3765							",https://boardgamegeek.com/boardgame/114684/villages,114684,2,6,30,30,30,2011,6.56464,5.70383,250,//cf.geekdo-images.com/images/pic1676779.jpg,8,Dice Rolling* Hand Management* Set Collection* Variable Player Powers,604,Civilization* Fantasy,1.6
"		3737							",https://boardgamegeek.com/boardgame/4275/pea-ridge-gettysburg-west-march-7-8-1862,4275,1,2,240,240,240,1980,7.21183,5.70364,131,//cf.geekdo-images.com/images/pic1290370.jpg,12,Hex-and-Counter,408,American Civil War* Wargame,3.2353
"		3736							",https://boardgamegeek.com/boardgame/33155/burrows,33155,2,5,45,45,45,2010,6.24882,5.70356,340,//cf.geekdo-images.com/images/pic650564.jpg,10,Tile Placement,609,Abstract Strategy,1.5
"		3752							",https://boardgamegeek.com/boardgame/35423/founding-fathers,35423,3,6,180,180,180,2007,8.02326,5.70343,86,//cf.geekdo-images.com/images/pic2072057.png,12,Simulation* Variable Player Powers* Voting,130,Napoleonic* Negotiation* Political* Post-Napoleonic* Print & Play,2.7273
"		3895							",https://boardgamegeek.com/boardgame/193693/agamemnon,193693,2,2,30,20,30,2016,7.18577,5.70323,131,//cf.geekdo-images.com/images/pic2957682.jpg,12,Area Control / Area Influence,360,Abstract Strategy* Ancient,2.1667
"		3857							",https://boardgamegeek.com/boardgame/165556/orongo,165556,2,4,40,40,40,2014,6.54928,5.70322,207,//cf.geekdo-images.com/images/pic2233614.jpg,10,Auction/Bidding,310,none,2.3125
"		3743							",https://boardgamegeek.com/boardgame/1533/ghost-chase,1533,2,5,60,60,60,2001,6.20276,5.70317,380,//cf.geekdo-images.com/images/pic3844.jpg,8,Partnerships* Secret Unit Deployment,696,Children's Game* Deduction* Exploration,1.6571
"		3729							",https://boardgamegeek.com/boardgame/2471/zombies,2471,2,6,60,60,60,2001,5.88023,5.70313,12304,//cf.geekdo-images.com/images/pic2290485.jpg,12,Dice Rolling* Grid Movement* Hand Management* Modular Board* Roll / Spin and Move,17363,Exploration* Fighting* Horror* Miniatures* Movies / TV / Radio theme* Zombies,1.6209
"		3775							",https://boardgamegeek.com/boardgame/29383/gd-42,29383,1,2,360,360,360,2009,7.90437,5.703,90,//cf.geekdo-images.com/images/pic230942.jpg,12,Hex-and-Counter,531,Wargame* World War II,3.913
"		3745							",https://boardgamegeek.com/boardgame/3177/battle-armageddon,3177,2,2,120,120,120,1992,6.51911,5.70288,246,//cf.geekdo-images.com/images/pic174259.jpg,14,Area Movement* Dice Rolling* Hex-and-Counter* Set Collection,477,Print & Play* Science Fiction* Wargame,2.4375
"		3738							",https://boardgamegeek.com/boardgame/1509/dogfight,1509,2,4,45,45,45,1962,6.26552,5.70274,364,//cf.geekdo-images.com/images/pic204982.jpg,10,Hand Management* Roll / Spin and Move,710,Aviation / Flight* Wargame* World War I,1.4375
"		3747							",https://boardgamegeek.com/boardgame/35599/witchcraft,35599,2,2,30,30,30,2008,6.44286,5.7027,238,//cf.geekdo-images.com/images/pic376449.jpg,0,Grid Movement* Tile Placement,262,Fantasy* Fighting,2.8276
"		3748							",https://boardgamegeek.com/boardgame/76883/khan,76883,2,4,60,60,60,2010,6.33536,5.70267,304,//cf.geekdo-images.com/images/pic893721.jpg,10,Area Control / Area Influence* Grid Movement* Hand Management,480,Medieval* Territory Building,2.4231
"		3749							",https://boardgamegeek.com/boardgame/154892/loonacy,154892,2,5,10,10,10,2014,6.45109,5.70254,284,//cf.geekdo-images.com/images/pic2032579.jpg,8,Pattern Recognition,741,Card Game* Real-time,1.1
"		3751							",https://boardgamegeek.com/boardgame/122599/winter-tales,122599,3,7,90,90,90,2012,6.24345,5.70251,385,//cf.geekdo-images.com/images/pic1736360.jpg,10,Card Drafting* Partnerships* Point to Point Movement* Role Playing* Storytelling,1585,Card Game* Novel-based,2.619
"		3750							",https://boardgamegeek.com/boardgame/1358/field-command,1358,2,2,180,180,180,1991,7.09418,5.70251,147,//cf.geekdo-images.com/images/pic16838.jpg,10,Action / Movement Programming* Rock-Paper-Scissors* Simultaneous Action Selection,281,Wargame,2.3846
"		3756							",https://boardgamegeek.com/boardgame/85800/octopus-garden,85800,2,4,45,45,45,2011,6.6996,5.70228,187,//cf.geekdo-images.com/images/pic1052474.jpg,10,Set Collection* Tile Placement,335,Animals,1.4706
"		3753							",https://boardgamegeek.com/boardgame/41100/king-philips-war,41100,2,2,120,120,120,2010,6.99818,5.7021,143,//cf.geekdo-images.com/images/pic577048.jpg,0,Point to Point Movement,469,Renaissance* Wargame,2.28
"		3754							",https://boardgamegeek.com/boardgame/113/mit-list-und-tucke,113,4,6,60,60,60,1999,6.61724,5.70204,203,//cf.geekdo-images.com/images/pic78039.jpg,10,Trick-taking,276,Card Game,1.8889
"		3755							",https://boardgamegeek.com/boardgame/131581/soccero-second-edition,131581,2,2,45,45,45,2012,7.18523,5.70203,132,//cf.geekdo-images.com/images/pic1443243.jpg,11,Grid Movement* Roll / Spin and Move* Simulation,249,Sports,1.7333
"		3744							",https://boardgamegeek.com/boardgame/194232/rick-and-morty-total-rickall-card-game,194232,2,5,30,30,0,2016,6.70613,5.70201,225,//cf.geekdo-images.com/images/pic2989428.png,15,Co-operative Play,744,Card Game* Deduction* Humor* Movies / TV / Radio theme,1.6667
"		3806							",https://boardgamegeek.com/boardgame/11437/la-bataille-de-lutzen,11437,1,3,240,240,240,1999,7.65901,5.70198,111,//cf.geekdo-images.com/images/pic46359.jpg,12,Hex-and-Counter,426,Napoleonic* Wargame,4.0526
"		3766							",https://boardgamegeek.com/boardgame/142503/one-night-werewolf,142503,3,7,10,10,10,2012,6.26418,5.70197,336,//cf.geekdo-images.com/images/pic1772885.jpg,10,Partnerships* Variable Player Powers* Voting,587,Bluffing* Card Game* Deduction* Negotiation* Party Game,1.2143
"		3746							",https://boardgamegeek.com/boardgame/147568/risk-walking-dead-survival-edition,147568,2,5,60,60,60,2013,6.66841,5.7019,220,//cf.geekdo-images.com/images/pic1778493.jpg,13,Area Control / Area Influence* Dice Rolling,631,Horror* Movies / TV / Radio theme* Wargame* Zombies,2
"		3865							",https://boardgamegeek.com/boardgame/191438/north-american-railways,191438,3,5,90,45,90,2016,6.82854,5.70185,155,//cf.geekdo-images.com/images/pic3138512.jpg,12,Auction/Bidding* Route/Network Building* Stock Holding,260,Card Game* Economic,2.5
"		3742							",https://boardgamegeek.com/boardgame/37739/sutters-mill,37739,2,4,60,60,60,2008,6.21869,5.70165,383,//cf.geekdo-images.com/images/pic378485.jpg,10,none,767,American West,2.4878
"		3758							",https://boardgamegeek.com/boardgame/14054/akaba,14054,2,4,20,20,20,2004,6.48079,5.70162,229,//cf.geekdo-images.com/images/pic59550.jpg,5,Dice Rolling* Memory* Pick-up and Deliver,316,Action / Dexterity* Arabian* Children's Game* Real-time,1.2308
"		3797							",https://boardgamegeek.com/boardgame/76207/blockade-runner,76207,2,6,90,90,90,2010,6.73733,5.70152,202,//cf.geekdo-images.com/images/pic770050.jpg,12,Auction/Bidding* Pick-up and Deliver* Variable Phase Order,320,American Civil War,2.4194
"		3762							",https://boardgamegeek.com/boardgame/128938/pack-heroes,128938,2,2,20,20,20,2014,6.51511,5.70149,235,//cf.geekdo-images.com/images/pic1665670.jpg,10,Card Drafting* Hand Management* Variable Player Powers,607,Card Game* Comic Book / Strip* Fighting,2
"		3760							",https://boardgamegeek.com/boardgame/4200/black-wednesday,4200,2,2,240,240,240,1995,7.21349,5.70149,126,//cf.geekdo-images.com/images/pic435239.jpg,12,Hex-and-Counter,596,Wargame* World War II,3.4118
"		3761							",https://boardgamegeek.com/boardgame/6495/iron-tide-panzers-ardennes,6495,2,4,360,360,360,2003,7.80149,5.70149,101,//cf.geekdo-images.com/images/pic303670.jpg,12,Hex-and-Counter* Simulation,292,Wargame* World War II,3.1613
"		3763							",https://boardgamegeek.com/boardgame/3110/dragon-rage,3110,2,2,120,120,120,1982,7.02366,5.70143,142,//cf.geekdo-images.com/images/pic903879.png,12,Hex-and-Counter,514,Fantasy* Wargame,2.6522
"		3770							",https://boardgamegeek.com/boardgame/65990/don-quixote,65990,1,4,20,20,20,2010,6.06224,5.70128,553,//cf.geekdo-images.com/images/pic663456.jpg,8,Hand Management* Tile Placement,689,Medieval,1.6364
"		3757							",https://boardgamegeek.com/boardgame/43365/kansas-pacific,43365,3,6,100,100,100,2009,6.75205,5.70128,166,//cf.geekdo-images.com/images/pic2404057.jpg,14,Auction/Bidding* Route/Network Building* Stock Holding,478,Trains,2.6667
"		3767							",https://boardgamegeek.com/boardgame/38364/days-steam,38364,2,4,60,30,60,2009,5.98505,5.70127,628,//cf.geekdo-images.com/images/pic554441.jpg,10,Dice Rolling* Hand Management* Pick-up and Deliver* Point to Point Movement* Route/Network Building* Tile Placement,1043,Dice* Racing* Trains* Transportation,2
